армада	0.408	0.740	0.868
арматура	0.520	0.481	0.582
армия	0.417	0.759	0.902
аромат	0.835	0.296	0.554
ароматерапия	0.847	0.220	0.473
ароматный	0.705	0.465	0.556
арочный	0.582	0.403	0.398
арсенал	0.406	0.702	0.776
артериальный	0.396	0.510	0.583
артерия	0.396	0.580	0.537
артефакт	0.510	0.500	0.566
артикулировать	0.677	0.462	0.618
артикуляция	0.479	0.480	0.591
артиллерийский	0.281	0.861	0.873
артиллерия	0.350	0.912	0.794
артист	0.844	0.512	0.565
артистизм	0.823	0.346	0.769
артистичный	0.490	0.422	0.388
артишок	0.583	0.218	0.287
артрит	0.110	0.518	0.345
арфа	0.618	0.310	0.356
арфист	0.417	0.454	0.435
архаичный	0.271	0.327	0.332
архангел	0.837	0.500	0.708
археолог	0.552	0.451	0.706
археологический	0.740	0.441	0.660
археология	0.596	0.358	0.691
архетип	0.448	0.520	0.569
архив	0.438	0.294	0.527
архиепископ	0.622	0.280	0.776
архиепископия	0.400	0.321	0.704
архипелаг	0.745	0.370	0.592
архитектор	0.776	0.442	0.836
архитектура	0.820	0.390	0.694
архитектурный	0.729	0.390	0.670
асбест	0.357	0.481	0.464
асимметричный	0.580	0.343	0.465
асимметрия	0.476	0.373	0.527
асимптотический	0.479	0.451	0.472
аскет	0.438	0.375	0.472
аспартам	0.469	0.480	0.322
аспект	0.479	0.469	0.588
аспекты	0.439	0.480	0.565
аспирантура	0.616	0.602	0.528
аспирин	0.479	0.271	0.422
ассимилировать	0.559	0.391	0.683
ассимиляция	0.429	0.378	0.463
ассорти	0.602	0.460	0.472
ассортимент	0.694	0.360	0.526
ассоциация	0.745	0.500	0.817
ассоциированный	0.812	0.409	0.625
астероид	0.430	0.721	0.623
астероиды	0.361	0.694	0.712
астигматизм	0.214	0.490	0.429
астма	0.198	0.549	0.227
астматик	0.229	0.706	0.294
астральный	0.604	0.417	0.567
астролог	0.594	0.519	0.673
астрология	0.635	0.340	0.500
астроном	0.750	0.509	0.735
астрономический	0.600	0.632	0.726
астрономия	0.613	0.474	0.722
асфальт	0.418	0.283	0.418
асфиксия	0.198	0.704	0.311
атака	0.286	0.948	0.670
атаковать	0.167	0.848	0.550
атакующий	0.231	0.899	0.635
атеизм	0.276	0.460	0.481
атеистический	0.373	0.481	0.466
ателье	0.490	0.330	0.705
атеросклероз	0.250	0.480	0.343
атлас	0.525	0.351	0.518
атлетизм	0.750	0.863	0.778
атмосфера	0.683	0.379	0.501
атмосферный	0.531	0.420	0.594
атолл	0.480	0.408	0.472
атом	0.510	0.500	0.433
атомный	0.327	0.817	0.713
атрибут	0.781	0.439	0.795
атрибуты	0.458	0.462	0.370
атрибуция	0.646	0.467	0.658
атриум	0.469	0.365	0.473
атрофия	0.177	0.540	0.208
аттестация	0.234	0.635	0.500
аудио	0.709	0.425	0.370
аудит	0.375	0.562	0.735
аудитор	0.582	0.571	0.726
аудитория	0.698	0.610	0.613
аукцион	0.594	0.702	0.519
аукционист	0.542	0.732	0.716
аура	0.760	0.333	0.500
аутентификация	0.724	0.491	0.750
аутентифицировать	0.833	0.480	0.789
аутентичный	0.885	0.510	0.782
аутизм	0.235	0.500	0.447
аутист	0.367	0.337	0.404
аутсайдер	0.250	0.410	0.226
афиш	0.479	0.265	0.402
афродизиак	0.750	0.846	0.667
аффидевит	0.469	0.584	0.526
аффилированный	0.673	0.519	0.535
ах	0.260	0.500	0.400
аххх	0.281	0.635	0.243
аххххххх	0.552	0.649	0.288
ацетилен	0.306	0.469	0.509
аэрация	0.550	0.500	0.433
аэробика	0.708	0.771	0.627
аэродинамика	0.590	0.663	0.722
аэродинамический	0.561	0.724	0.728
аэродром	0.571	0.695	0.661
аэрокосмический	0.643	0.520	0.779
аэропорт	0.729	0.684	0.682
бабки	0.510	0.410	0.391
бабник	0.281	0.800	0.471
бабочка	0.892	0.327	0.314
бабуин	0.357	0.410	0.429
бабушка	0.795	0.244	0.456
багаж	0.586	0.294	0.373
багги	0.500	0.509	0.327
багор	0.333	0.418	0.429
база	0.635	0.298	0.553
базар	0.604	0.340	0.500
базилика	0.612	0.302	0.639
базовый	0.643	0.102	0.395
базука	0.302	0.824	0.634
базы	0.569	0.236	0.591
байкер	0.604	0.710	0.567
байт	0.490	0.380	0.407
бак	0.431	0.454	0.634
бакалавриат	0.583	0.500	0.559
бакалейщик	0.625	0.250	0.382
бакалея	0.687	0.540	0.446
бакенбарды	0.579	0.304	0.307
баккара	0.583	0.497	0.436
баклажан	0.592	0.152	0.323
бако	0.439	0.455	0.465
бактериальный	0.156	0.500	0.473
бактерии	0.177	0.553	0.570
бактерия	0.194	0.545	0.345
бал	0.490	0.412	0.432
балдахин	0.424	0.286	0.371
балерина	0.802	0.660	0.475
балет	0.656	0.480	0.358
балка	0.388	0.245	0.452
балкон	0.562	0.392	0.380
баллада	0.792	0.284	0.424
балласт	0.354	0.423	0.287
баллистика	0.271	0.787	0.610
баллистический	0.260	0.806	0.685
баллы	0.594	0.469	0.629
баловать	0.792	0.321	0.348
баловаться	0.556	0.628	0.584
бальзам	0.633	0.305	0.433
бальзамический	0.582	0.283	0.447
бамбук	0.646	0.222	0.356
бамия	0.469	0.400	0.362
бампер	0.385	0.573	0.518
банальность	0.269	0.246	0.353
банальный	0.453	0.394	0.256
банан	0.612	0.230	0.241
банда	0.217	0.850	0.629
бандаж	0.347	0.431	0.390
бандана	0.562	0.276	0.277
банджо	0.469	0.400	0.370
бандит	0.094	0.796	0.567
банзай	0.550	0.510	0.443
банк	0.562	0.327	0.675
банка	0.450	0.358	0.268
банкет	0.765	0.571	0.600
банкир	0.586	0.588	0.792
банкролл	0.469	0.570	0.509
банкрот	0.163	0.673	0.337
банкротство	0.010	0.696	0.209
баннер	0.521	0.408	0.474
банши	0.408	0.565	0.481
баня	0.602	0.380	0.459
бар	0.593	0.575	0.475
барабан	0.615	0.679	0.339
барабанщик	0.646	0.700	0.564
барак	0.378	0.500	0.455
баран	0.406	0.452	0.388
баранина	0.427	0.283	0.393
барахтаться	0.286	0.878	0.491
барбекю	0.792	0.643	0.456
бард	0.470	0.410	0.439
баржа	0.469	0.388	0.465
барий	0.406	0.353	0.377
баритон	0.592	0.529	0.500
баркас	0.551	0.454	0.490
бармен	0.549	0.603	0.480
барни	0.451	0.378	0.440
барокко	0.490	0.357	0.418
барометр	0.388	0.273	0.545
барон	0.520	0.358	0.709
баронесса	0.625	0.453	0.755
барракуда	0.333	0.713	0.510
баррикада	0.323	0.667	0.673
барсук	0.344	0.429	0.357
бартер	0.465	0.559	0.596
бархат	0.663	0.226	0.304
бархатистый	0.677	0.343	0.493
барьер	0.333	0.480	0.562
бас	0.422	0.313	0.354
бас-гитара	0.738	0.370	0.294
баскетбол	0.814	0.764	0.435
басня	0.663	0.387	0.389
бассейн	0.589	0.293	0.498
бастер	0.469	0.491	0.483
бастион	0.541	0.526	0.635
батальон	0.333	0.818	0.795
батарея	0.480	0.425	0.442
батиметрия	0.432	0.480	0.509
батут	0.604	0.690	0.391
бафф	0.561	0.425	0.361
бахрома	0.520	0.387	0.323
бахромчатый	0.458	0.370	0.348
бац	0.448	0.481	0.406
башня	0.550	0.440	0.616
бдение	0.521	0.480	0.491
бдительность	0.432	0.745	0.737
бдительный	0.427	0.567	0.733
бег	0.730	0.858	0.442
бегать	0.448	0.519	0.349
бегемот	0.538	0.552	0.648
беглец	0.104	0.922	0.388
беглость	0.776	0.504	0.718
беглый	0.760	0.500	0.614
беготня	0.622	0.560	0.509
бегун	0.438	0.629	0.528
бегущий	0.542	0.472	0.546
беда	0.135	0.811	0.452
бедность	0.112	0.486	0.179
бедный	0.156	0.358	0.087
бедренный	0.417	0.324	0.566
бедро	0.442	0.379	0.449
бедственный	0.219	0.685	0.500
бедствие	0.122	0.795	0.343
бежал	0.224	0.639	0.322
бежать	0.446	0.618	0.404
бежевый	0.490	0.222	0.224
беженец	0.379	0.607	0.327
без	0.459	0.294	0.246
безапелляционный	0.429	0.426	0.606
безбожный	0.316	0.557	0.358
безболезненный	0.785	0.173	0.491
безбрачие	0.302	0.276	0.509
безвкусица	0.375	0.510	0.398
безвкусный	0.348	0.474	0.414
безводный	0.456	0.365	0.355
безвозмездный	0.735	0.650	0.452
безволосый	0.136	0.235	0.139
безвольный	0.250	0.381	0.384
безвредный	0.625	0.226	0.241
безграничный	0.686	0.608	0.653
бездействие	0.302	0.194	0.305
бездействующий	0.385	0.245	0.245
безделушка	0.566	0.430	0.348
безделушки	0.347	0.311	0.339
бездельник	0.261	0.428	0.284
бездельничать	0.451	0.387	0.326
бездельничающий	0.735	0.167	0.449
бездетный	0.310	0.400	0.396
бездна	0.353	0.725	0.296
бездомный	0.042	0.450	0.188
бездонный	0.280	0.590	0.483
бездушный	0.125	0.591	0.400
бездыханный	0.323	0.490	0.222
безе	0.625	0.580	0.411
безжалостный	0.276	0.808	0.771
безжизненный	0.042	0.333	0.163
беззаботный	0.755	0.220	0.500
беззаконие	0.188	0.685	0.467
беззаконный	0.219	0.690	0.420
беззастенчивый	0.292	0.614	0.488
беззащитный	0.143	0.357	0.105
беззубый	0.312	0.541	0.272
безликий	0.230	0.406	0.173
безличный	0.316	0.356	0.472
безмозглый	0.168	0.322	0.202
безмолвный	0.459	0.320	0.315
безмятежный	0.759	0.211	0.486
безнадежность	0.052	0.402	0.223
безнадежный	0.094	0.298	0.112
безнаказанность	0.313	0.721	0.602
безнаказанный	0.292	0.594	0.519
безнравственность	0.188	0.689	0.315
безнравственный	0.138	0.800	0.627
безобидный	0.510	0.321	0.172
безопасно	0.898	0.306	0.759
безопасность	0.772	0.425	0.845
безопасный	0.844	0.380	0.914
безоружный	0.427	0.420	0.241
безответный	0.143	0.441	0.179
безответственный	0.177	0.680	0.241
безошибочный	0.602	0.571	0.765
безработица	0.094	0.400	0.297
безработные	0.094	0.481	0.230
безрадостный	0.204	0.373	0.167
безразличный	0.177	0.245	0.321
безрассудный	0.402	0.802	0.438
безрассудство	0.292	0.763	0.380
безудержный	0.490	0.788	0.526
безумие	0.236	0.866	0.447
безумнее	0.323	0.853	0.267
безумный	0.120	0.782	0.400
безупречный	0.718	0.379	0.660
безусловный	0.760	0.493	0.715
безымянный	0.330	0.235	0.224
бейсбол	0.660	0.760	0.563
бейт	0.429	0.525	0.464
бек	0.580	0.375	0.418
бекас	0.198	0.915	0.491
бекон	0.698	0.406	0.295
белизна	0.688	0.235	0.519
белка	0.592	0.358	0.333
беловатый	0.583	0.279	0.365
белок	0.750	0.337	0.654
белуга	0.510	0.333	0.482
бендер	0.490	0.510	0.466
бенефициар	0.776	0.399	0.616
бензин	0.417	0.540	0.548
бензол	0.439	0.459	0.403
бензопила	0.367	0.804	0.636
бергамот	0.510	0.365	0.339
берег	0.491	0.324	0.264
бережливость	0.605	0.248	0.526
бережливый	0.510	0.346	0.561
береза	0.562	0.346	0.382
беременная	0.765	0.773	0.537
беременность	0.651	0.653	0.635
берет	0.542	0.240	0.327
бериллий	0.417	0.412	0.425
берк	0.466	0.441	0.451
берлин	0.592	0.423	0.571
берсерк	0.398	0.556	0.480
берущий	0.375	0.521	0.618
бес	0.350	0.448	0.420
беседа	0.750	0.510	0.609
беседка	0.526	0.446	0.466
беседовать	0.594	0.406	0.598
бесит	0.158	0.750	0.534
бесить	0.102	0.934	0.596
бескомпромиссный	0.320	0.531	0.613
бесконечно	0.688	0.643	0.829
бесконечность	0.516	0.459	0.805
бесконечный	0.446	0.511	0.555
бескорыстный	0.506	0.319	0.385
бескровный	0.292	0.390	0.212
беспечный	0.283	0.372	0.245
беспилотный	0.235	0.441	0.324
бесплатно	0.796	0.510	0.417
бесплатный	0.823	0.413	0.435
бесплодие	0.185	0.592	0.371
бесплодный	0.236	0.470	0.262
бесподобный	0.776	0.536	0.771
беспокоить	0.181	0.772	0.490
беспокойный	0.167	0.678	0.346
беспокойство	0.167	0.798	0.361
беспокоящий	0.120	0.873	0.446
бесполезный	0.138	0.360	0.163
беспомощность	0.087	0.480	0.250
беспомощный	0.104	0.420	0.214
беспорядки	0.119	0.803	0.452
беспорядок	0.242	0.657	0.311
беспорядочный	0.218	0.724	0.312
беспощадный	0.208	0.694	0.407
беспрепятственный	0.656	0.441	0.649
беспрецедентный	0.500	0.491	0.658
беспристрастность	0.707	0.349	0.615
беспристрастный	0.578	0.392	0.651
беспроводной	0.651	0.443	0.532
бессвязный	0.285	0.561	0.389
бессердечный	0.071	0.652	0.400
бессильный	0.125	0.500	0.328
бессмертие	0.688	0.635	0.861
бессмертный	0.760	0.625	0.784
бессмысленный	0.161	0.334	0.167
бессознательный	0.240	0.356	0.195
бессонница	0.178	0.527	0.301
бессонный	0.213	0.410	0.207
бесспорно	0.500	0.630	0.750
бесспорный	0.587	0.497	0.655
бесстрастный	0.199	0.217	0.218
бесстрашный	0.733	0.692	0.644
бесстыдный	0.274	0.713	0.407
бестелесный	0.167	0.620	0.412
бестселлер	0.771	0.643	0.700
бесформенный	0.398	0.201	0.163
бесхитростный	0.327	0.491	0.339
бесхозяйственность	0.094	0.520	0.295
бесхребетный	0.344	0.387	0.321
бесцветный	0.354	0.340	0.250
бесцельный	0.150	0.267	0.183
бесценный	0.742	0.598	0.762
бесчеловечность	0.143	0.540	0.405
бесчеловечный	0.105	0.623	0.447
бесчестие	0.104	0.620	0.185
бесчестный	0.108	0.664	0.317
бесчисленный	0.667	0.445	0.704
бесчувственный	0.227	0.424	0.324
бесшабашный	0.878	0.806	0.552
бесшовный	0.459	0.140	0.302
бета	0.710	0.370	0.439
бетти	0.542	0.358	0.381
бешенство	0.115	0.750	0.382
бешеный	0.227	0.889	0.554
библейский	0.593	0.277	0.654
библиография	0.622	0.204	0.528
библиотека	0.776	0.122	0.549
библиотекарь	0.625	0.135	0.509
библия	0.719	0.225	0.726
бибоп	0.482	0.490	0.358
бигги	0.531	0.481	0.500
бигль	0.649	0.470	0.395
бизнес	0.594	0.521	0.614
бизнес-леди	0.719	0.500	0.764
бизнесмен	0.592	0.554	0.868
бизон	0.573	0.433	0.557
бикарбонат	0.479	0.337	0.438
бикини	0.730	0.639	0.353
билли	0.490	0.397	0.375
бильярд	0.681	0.588	0.465
бинарный	0.490	0.356	0.420
бинг	0.573	0.453	0.415
бинго	0.735	0.667	0.429
бинокль	0.510	0.327	0.418
биномиальный	0.600	0.406	0.426
био	0.612	0.225	0.490
биогенез	0.594	0.442	0.697
биограф	0.708	0.427	0.617
биография	0.698	0.229	0.718
биолог	0.625	0.453	0.693
биологический	0.590	0.410	0.615
биология	0.479	0.274	0.546
бионический	0.571	0.570	0.788
биопсия	0.323	0.657	0.481
биосфера	0.684	0.351	0.579
биохимик	0.471	0.449	0.717
биохимический	0.367	0.481	0.618
биохимия	0.552	0.531	0.596
бип	0.479	0.667	0.345
бипер	0.438	0.720	0.441
биполярный	0.208	0.685	0.426
биржа	0.530	0.230	0.336
бирюзовый	0.786	0.226	0.357
бис	0.475	0.421	0.422
бисер	0.542	0.320	0.398
бистро	0.594	0.472	0.396
битник	0.429	0.510	0.382
битум	0.375	0.235	0.307
бить	0.294	0.670	0.554
бифуркация	0.385	0.625	0.352
бицепс	0.592	0.588	0.602
бич	0.214	0.640	0.302
благо	0.878	0.294	0.642
благовония	0.698	0.275	0.328
благоговейный	0.364	0.774	0.361
благоговение	0.629	0.557	0.598
благодарение	0.927	0.449	0.637
благодарить	0.958	0.353	0.526
благодарность	0.901	0.457	0.535
благодарный	0.927	0.412	0.651
благодаря	0.917	0.538	0.658
благодать	0.906	0.304	0.462
благодетель	0.833	0.578	0.755
благоприятный	0.763	0.498	0.712
благоразумие	0.781	0.284	0.679
благоразумный	0.706	0.250	0.657
благородный	0.911	0.339	0.633
благородство	0.844	0.347	0.736
благословение	0.929	0.264	0.800
благословения	0.929	0.361	0.623
благословенный	0.910	0.279	0.696
благословить	0.929	0.269	0.588
благословляющий	0.677	0.438	0.481
благосостояние	0.802	0.378	0.679
благотворительность	0.745	0.412	0.801
благотворительный	0.865	0.380	0.593
благотворный	0.885	0.360	0.686
благоустройство	0.885	0.575	0.725
благочестивый	0.735	0.417	0.520
благочестие	0.760	0.340	0.482
блаженный	0.885	0.639	0.676
блаженство	0.720	0.476	0.654
бластер	0.459	0.538	0.554
блевать	0.204	0.545	0.292
бледный	0.333	0.358	0.277
блейзер	0.635	0.385	0.417
блеклый	0.302	0.275	0.194
блендер	0.602	0.534	0.351
блеск	0.810	0.599	0.660
блестеть	0.765	0.608	0.694
блестящий	0.861	0.602	0.732
блефовать	0.418	0.286	0.377
