бесчеловечность	0	0	0	0	0	1	0	0	0	1
бесчеловечный	1	0	1	1	0	1	0	0	0	1
бесчестие	1	0	1	1	0	1	0	0	0	1
бесчестный	1	0	1	1	0	0	0	0	0	1
бесшабашный	0	0	0	0	1	0	0	0	1	0
бешенство	0	0	0	0	0	0	0	0	0	1
бешеный	1	1	1	1	0	1	0	0	0	1
библейский	0	0	0	0	0	0	0	0	1	0
библиотека	0	0	0	0	0	0	0	0	1	0
биопсия	0	0	0	1	0	0	0	0	0	1
бис	0	0	0	0	0	0	0	0	1	0
бить	0	0	0	0	0	0	0	0	0	1
бич	1	0	0	1	0	1	0	0	0	1
благо	0	0	0	0	0	0	0	0	1	0
благовония	1	0	0	0	0	0	0	0	0	1
благоговение	0	0	0	0	1	0	0	1	1	0
благодарение	0	0	0	0	1	0	0	0	1	0
благодарность	0	0	0	0	1	0	0	0	1	0
благодарный	0	0	0	0	1	0	0	0	1	0
благодать	0	0	0	0	0	0	0	0	1	0
благодетель	0	0	0	0	0	0	0	1	1	0
благоприятный	0	1	0	0	1	0	1	1	1	0
благоразумие	0	0	0	0	0	0	0	0	1	0
благоразумный	0	0	0	0	0	0	0	1	1	0
благородный	0	0	0	0	0	0	0	1	1	0
благородство	0	1	0	0	0	0	0	1	1	0
благословение	0	1	0	0	1	0	0	1	1	0
благословения	0	1	0	0	1	0	1	1	1	0
благословенный	0	0	0	0	1	0	0	0	1	0
благословить	0	1	0	0	1	0	0	1	1	0
благотворительность	0	0	0	0	0	0	0	0	1	0
благотворительный	0	1	0	0	1	0	0	1	1	0
благотворный	0	0	0	0	1	0	0	1	1	0
благоустройство	0	0	0	0	1	0	0	1	1	0
благочестивый	0	0	1	0	1	1	0	1	1	0
благочестие	0	0	0	0	0	0	0	0	1	0
блаженный	0	0	0	0	1	0	0	0	1	0
блаженство	0	0	0	0	1	0	0	0	1	0
блевать	0	0	1	0	0	0	0	0	0	0
бледный	0	0	0	1	0	1	0	0	0	1
блеск	0	1	1	0	1	0	1	0	1	0
блестящий	0	1	0	0	1	0	0	1	1	0
блефовать	0	0	0	0	0	0	0	0	0	1
близнец	0	0	0	0	0	0	0	0	1	0
близорукость	1	0	0	0	0	1	0	0	0	1
близость	0	0	0	0	1	0	0	1	1	0
блиц	0	0	0	0	0	0	1	0	0	0
блокада	1	0	0	1	0	1	0	0	0	1
блокировать	0	0	0	0	0	0	0	0	0	1
блокнот	0	0	0	0	0	0	0	0	1	0
блоха	0	0	1	0	0	0	0	0	0	1
блуд	0	0	0	0	0	0	0	0	0	1
блудница	0	0	1	0	0	0	0	0	0	1
блуждающий	0	0	0	0	0	0	0	0	0	1
блюз	0	0	0	1	0	1	0	0	0	1
бог	0	1	0	1	1	0	0	1	1	0
богатство	0	0	0	0	1	0	0	1	1	0
богатый	0	0	0	0	0	0	0	0	1	0
богословие	0	1	0	0	0	0	0	0	0	0
богословский	0	0	0	0	0	0	0	1	0	0
богохульный	1	0	1	0	0	0	0	0	0	1
богохульство	1	0	0	0	0	0	0	0	0	1
бодрить	0	0	0	0	0	0	0	0	1	0
бодрость	0	1	0	0	1	0	0	1	1	0
боевой	1	0	0	1	0	0	0	0	0	1
боеприпасы	0	0	0	1	0	0	0	0	0	1
божественность	0	0	0	0	0	0	0	0	1	0
бой	1	0	0	1	0	0	0	0	0	1
бойкий	0	0	0	0	0	0	0	0	0	1
бойкотировать	0	0	0	0	0	0	0	0	0	1
бойня	1	0	1	1	0	1	1	0	0	1
болван	0	0	0	0	0	0	0	0	0	1
болезненно	0	0	0	0	0	1	0	0	0	1
болезненность	0	0	1	0	0	1	0	0	0	1
болезненный	1	0	1	1	0	1	0	0	0	1
болезнь	1	0	1	1	0	1	0	0	0	1
боли	0	0	0	0	0	0	0	0	0	1
болотистый	0	0	1	1	0	0	0	0	0	1
болото	0	0	1	1	0	0	0	0	0	1
болтать	0	0	0	0	0	0	0	0	0	1
болтливый	0	0	0	0	0	0	0	0	0	1
болтовня	0	0	0	0	0	0	0	0	1	1
боль	0	0	0	1	0	1	1	0	0	1
больница	0	0	0	1	0	1	0	1	0	0
больно	1	0	0	1	0	1	0	0	0	1
больной	1	0	1	1	0	1	0	0	0	1
больше	0	0	1	0	0	0	1	1	0	0
больший	0	0	0	0	0	0	0	0	1	0
большинство	0	0	0	0	1	0	0	1	1	0
бомбардировать	1	0	0	1	0	0	0	0	0	1
бомбардировка	1	0	0	1	0	0	0	0	0	1
бомбардировщик	0	0	0	1	0	1	0	0	0	0
бомбили	0	0	1	0	0	0	0	0	0	1
бомбить	1	0	0	1	0	1	1	0	0	1
бондаж	0	0	0	1	0	1	0	0	0	1
бонн	0	0	0	0	0	0	0	0	1	0
бонус	0	1	0	0	1	0	1	0	1	0
бордель	0	0	1	0	0	0	0	0	0	1
бормотание	0	0	0	0	0	0	0	0	0	1
бормотать	1	0	0	0	0	0	0	0	0	1
бородавка	0	0	1	0	0	0	0	0	0	1
борозда	0	0	0	0	0	1	0	0	0	0
бортовой	0	1	0	0	0	0	0	0	0	1
борьба	1	0	0	1	0	1	0	0	0	1
боюсь	0	0	0	1	0	0	0	0	0	1
бравада	0	0	0	0	0	0	0	0	0	1
брак	0	1	0	0	1	0	0	1	1	0
браконьерство	1	0	1	1	0	1	0	0	0	1
брань	1	0	0	0	0	0	0	0	0	1
брат	0	0	0	0	0	0	0	1	1	0
братский	0	1	0	0	1	0	0	1	1	0
братство	0	0	0	0	0	0	0	1	1	0
бред	1	1	1	1	1	1	1	1	1	1
бредовый	1	0	0	1	0	0	0	0	0	1
брезгливый	0	0	1	1	0	0	0	0	0	1
бренди	0	0	0	0	0	0	0	0	0	1
бригада	0	0	0	1	0	0	0	0	0	1
бритва	0	0	0	1	0	0	0	0	0	0
бродить	0	0	0	0	0	0	0	0	0	1
бродяга	0	0	1	1	0	1	0	0	0	1
бронированный	0	0	0	1	0	0	0	0	0	0
броня	0	0	0	1	0	0	0	1	1	0
бу	0	0	0	0	0	0	0	0	0	1
буй	0	0	0	0	0	0	0	0	1	0
буйный	1	0	0	1	0	0	1	0	0	1
букет	0	0	0	0	1	0	0	1	1	0
булава	0	0	0	1	0	0	0	0	0	1
бульдог	0	0	0	0	0	0	0	0	1	0
бумеранг	0	1	0	0	0	0	0	1	0	0
бункер	0	0	0	1	0	0	0	0	0	0
бунт	1	0	1	1	0	0	1	0	0	1
бунтарь	1	0	0	1	0	0	0	0	0	1
бурить	0	0	0	0	0	0	0	0	0	1
бурлеск	0	0	0	0	0	0	1	0	0	0
бурный	1	0	0	1	0	0	0	0	0	1
буря	1	1	0	1	0	1	1	0	0	1
буфет	1	0	0	0	0	0	0	0	0	1
буханка	0	0	0	0	0	0	0	0	0	1
бухгалтер	0	0	0	0	0	0	0	1	0	0
бухта	0	1	1	1	1	0	0	0	1	0
бушующий	1	0	1	1	0	0	0	0	0	1
быстрота	0	0	0	0	0	0	1	0	1	0
быстрый	0	0	0	0	0	0	0	0	1	0
бычий	0	0	1	0	0	0	0	0	0	1
бюджет	0	0	0	0	0	0	0	1	0	0
бюллетень	0	0	0	0	0	0	0	1	1	0
бюрократ	0	0	1	0	0	0	0	0	0	1
бюрократия	0	0	0	0	0	0	0	1	0	1
важность	0	1	0	0	0	0	0	0	1	0
важный	0	0	0	0	0	0	0	1	1	0
вакансия	0	0	0	0	0	0	0	0	0	1
вакцина	0	0	0	0	0	0	0	0	1	0
валовой	0	0	1	0	0	0	0	0	0	1
вампир	1	0	1	1	0	0	0	0	0	1
ванна	0	0	0	0	0	0	0	0	1	0
варвар	0	0	0	1	0	0	0	0	0	1
варварский	1	0	1	1	0	0	0	0	0	1
варварство	0	0	0	0	0	0	0	0	0	1
варенье	0	0	0	0	0	0	0	0	1	0
вариант	0	0	0	0	0	0	0	0	1	0
варикоз	0	0	0	0	0	0	0	0	0	1
ваучер	0	0	0	0	0	0	0	1	0	0
вафля	1	0	0	0	0	1	0	0	0	1
введение	0	0	0	0	0	0	0	0	0	1
вдова	0	0	0	0	0	1	0	0	0	0
вдовец	0	0	0	0	0	1	0	0	0	0
вдохновение	0	1	0	0	1	0	0	0	1	0
вдохновленный	0	0	0	0	1	0	1	1	1	0
вдохновлять	0	1	0	0	1	0	0	1	1	0
вегетативный	0	0	1	0	0	1	0	0	0	1
ведущий	0	0	0	0	0	0	0	1	0	0
ведьма	1	0	1	1	0	0	0	0	0	1
вежливость	0	0	0	0	0	0	0	0	1	0
вежливый	0	0	0	0	0	0	0	0	1	0
везикулярный	0	0	1	0	0	0	0	0	0	0
великолепие	0	1	0	0	1	0	1	1	1	0
великолепный	0	1	0	0	1	0	1	1	1	0
величественный	0	1	0	0	1	0	1	1	1	0
величие	0	0	0	0	1	0	1	1	1	0
вендетта	1	0	0	1	0	1	0	0	0	1
вентиляция	1	0	0	0	0	0	0	0	0	0
венчающий	0	1	0	0	1	0	1	1	1	0
вера	0	1	0	0	1	0	0	1	1	0
верил	0	0	0	0	0	0	0	1	0	0
верность	0	0	0	0	1	0	0	1	1	0
верный	0	0	0	1	1	0	1	1	1	0
вероятность	0	1	0	0	0	0	0	0	0	0
версия	0	1	0	0	0	0	0	0	0	0
верующий	0	0	0	0	0	0	0	1	0	0
верховный	0	0	0	0	0	0	0	0	1	0
вершина	0	0	0	0	0	0	0	0	1	0
веря	0	0	0	0	0	0	0	1	1	0
вес	0	1	0	1	0	0	0	0	1	0
весело	0	1	0	0	1	0	0	0	1	0
веселый	0	0	0	0	1	0	1	0	1	0
веселье	0	0	0	0	1	0	1	0	1	1
весенний	0	0	0	0	1	0	0	0	1	0
весло	0	1	0	0	0	0	0	0	1	0
весомый	0	0	0	1	0	0	0	0	0	0
весьма	0	0	0	0	0	0	0	1	1	0
ветеран	0	0	0	0	0	0	0	1	1	0
вето	1	0	0	0	0	0	0	0	0	1
ветхий	0	0	1	0	0	1	0	0	0	1
вечнозеленый	0	0	0	0	1	0	0	1	1	0
вечность	0	1	0	0	0	0	0	1	1	0
вечный	0	0	0	0	0	0	0	0	1	0
вещество	0	0	0	0	0	0	0	0	1	0
взаимный	0	0	0	0	0	0	0	0	1	0
взвешивать	0	1	0	0	0	0	0	1	0	0
взволнованный	1	1	0	0	1	0	1	1	1	1
вздор	0	0	1	0	0	0	0	0	0	1
вздрагивать	1	0	1	1	0	1	1	0	0	1
вздремнуть	0	0	0	0	1	0	0	0	1	0
вздрогнуть	0	1	1	1	0	1	1	0	0	1
вздутый	0	0	0	0	0	0	0	0	0	1
взимать	0	0	0	0	0	0	0	0	0	1
взорвать	0	0	0	1	0	0	1	0	0	1
взорваться	1	0	0	1	0	1	1	0	0	1
взрыв	1	0	0	1	0	0	1	0	0	1
взрывной	1	1	0	1	0	0	1	0	0	1
взятка	0	0	0	0	0	0	0	0	0	1
взяточничество	0	0	1	0	0	0	0	0	0	1
вид	0	0	0	0	0	0	0	0	1	0
визг	0	0	0	1	0	0	1	0	0	1
визжать	1	0	0	1	0	1	1	0	0	1
викарий	0	0	0	0	0	0	0	1	1	0
виктор	0	0	0	0	1	0	0	0	1	0
вина	0	0	0	0	0	1	0	0	0	1
винительный	0	0	0	0	0	0	0	0	0	1
виновность	0	0	0	0	0	0	0	0	0	1
виновный	1	0	0	0	0	1	0	0	0	1
винтовка	1	0	0	1	0	0	0	0	0	1
вирулентность	1	0	0	1	0	0	0	0	0	1
вирус	0	0	0	0	0	0	0	0	0	1
виселица	1	0	0	1	0	1	0	0	0	1
висит	1	0	1	1	0	1	0	0	0	1
виски	0	0	0	0	0	0	0	0	0	1
вихрь	0	0	0	1	0	0	0	0	0	1
вишня	0	0	0	0	0	0	0	0	1	0
включают	0	0	0	0	0	0	0	0	1	0
включая	0	0	0	0	0	0	0	0	1	0
включение	0	0	0	0	0	0	0	1	0	0
включены	0	0	0	0	0	0	0	0	1	0
включительно	0	0	0	0	0	0	0	0	1	0
включить	0	0	0	0	0	0	0	1	1	0
вкус	0	1	1	0	1	1	0	1	1	0
вкусно	0	0	0	0	0	0	0	0	1	0
вкусный	0	0	0	0	1	0	0	0	1	0
владение	1	0	1	1	0	0	0	0	1	1
владеть	0	1	0	0	1	0	0	1	1	0
владычество	0	0	0	1	0	0	0	1	0	0
властный	1	0	0	0	0	0	0	0	0	1
влияние	0	0	0	0	0	0	0	0	1	1
влиятельный	0	0	0	0	0	0	0	1	1	0
вложение	0	0	0	0	0	0	0	0	1	0
вменение	0	0	0	0	0	0	0	0	0	1
вмешательство	0	0	0	0	0	1	0	0	1	1
вмешиваться	1	0	0	0	0	0	0	0	0	1
внезапный	0	0	0	0	0	0	1	0	0	0
внесудебный	0	0	0	1	0	0	0	0	0	1
внимание	0	0	0	0	0	0	0	0	1	0
внимательность	0	0	0	0	0	0	0	0	1	0
внимательный	0	0	0	0	0	0	0	1	1	0
внуки	0	1	0	0	1	0	0	1	1	0
внутренности	0	0	1	0	0	0	0	0	0	1
вовлекать	1	0	0	0	0	0	0	0	0	1
водоворот	0	0	0	1	0	0	0	0	0	0
водонепроницаемый	0	0	0	0	0	0	0	0	1	0
водянистый	0	0	0	0	0	0	0	0	0	1
военный	0	0	0	1	0	0	0	0	0	0
вождь	0	0	0	0	0	0	0	0	1	0
возбудимый	0	0	0	0	0	0	0	0	1	0
возбуждать	1	1	0	1	1	0	1	0	1	0
возбуждение	1	1	0	1	1	0	1	0	1	0
возвышающийся	0	1	0	1	0	0	0	0	1	0
возвышение	0	1	0	1	1	0	0	1	1	0
возвышенный	0	0	0	0	1	0	0	1	1	0
воздерживаться	1	0	1	0	0	0	0	0	0	1
воздух	0	0	1	0	0	0	0	0	0	1
воздуходувка	0	0	0	0	0	0	0	0	0	1
возиться	0	0	0	0	0	0	0	0	0	1
возмездие	1	0	0	1	0	1	0	0	0	1
возмещать	0	0	0	0	0	0	0	0	1	0
возмещение	0	0	0	0	0	0	0	1	1	0
возможность	0	1	0	1	0	0	0	1	1	0
возможный	0	1	0	0	0	0	0	0	0	0
возмутительно	0	0	0	0	0	0	1	0	0	0
возмущаться	1	0	0	0	0	0	0	0	0	1
возмущение	1	0	1	1	0	0	0	0	0	1
возмущенный	1	0	0	0	0	0	0	0	0	1
возня	0	0	0	0	1	0	0	0	1	0
возобновление	0	0	0	0	0	0	0	0	1	0
возражать	0	0	0	0	0	0	0	0	0	1
возражение	1	0	0	0	0	0	0	0	0	1
возродить	0	1	0	1	1	0	1	0	1	1
возрождение	0	1	0	0	1	0	0	1	1	0
воин	1	0	0	1	0	0	0	0	1	0
